Positive	Negative	Text
1	-2	"@ f4l3 the small parties make the country ungovernable, however. And nothing can be done. Unfortunately, Berlusconi is right about this"
1	-2	"@vittonigrelli @gensdegauche @ELerrepi @beenaferrando @mamilliery even those of a \ ""prince \"" (cit) are not joking, I think :-)"
1	-1	"@ G3ppo5 I would like to stop going to school and I don't want to take an exam in about 5-6 months"
1	-1	"@rickytheanswer to no vemo"
4	-2	"boh, I'm alone. What did I do wrong to not be remembered and loved too? why am I not special?"
3	-1	"@lucacarboni @ Radio105 @rmc_official good news! I hope there is some date also in our country. Good luck."
1	-1	"@Flaviaventosole to do what?"
1	-1	"@ sarahsun_10 You sent them all to the nose."
3	-2	"Corriere della Sera: Berlusconi, slight illness at the meeting ""Just tired, he's fine"": The press office: ""He sat down http://t.co/50bx5z4C"
2	-3	"@_kuball_ poor Alfano, it hurts. But did you see Berlusconi sweaty after the illness? What hair does he have?!?"
1	-1	"@skafer Hangar Bicocca, Milan, Anselm Kiefer's Seven Heavenly Palaces."
1	-3	"one direction, rihanna, lovato, little mix. if I have named one of your idols. FEDEZ WHERE THE FUCK DO YOU PUT IT IN THE ASS ON THE WHALE? TOO MUCH EFFORT?"
1	-1	"#FF when I'm in Italy, you drink wine and dance forever in polka dots = @markosoma"
2	-1	"@tomscuddles I paid them like 190 euros, not long ago when I was convinced that they were all finished now. then they are also good places, bho, lol"
3	-1	"@lupodorato Ah, your secret love is Sara's name, huh? :) anyway yes, you didn't understand a tube :)"
3	-1	"Photo: #Yesung Chucky and #Siwon's big face in the background. The sapphire blue ocean. The love. ♡ // AND I'M PHOTOS ... http://t.co/gYWW3BoD"
1	-3	"@Corriereit they talked about it as if it were a criminal, it is a ridiculous and not very serious Italy and a justice at the service of politicians."
1	-1	"A girl from the province of Naples won tickets for the boys 'concert in London:')"
1	-1	"@ElideLattuca the prof told me this, your parents must not take the trip away from you because it is your experience, but you must also understand-"
2	-1	"@amassivethanks thank you (:"
2	-2	"I should wash my hair but I don't want to do that either .. oh well, tomorrow I'll suck haha"
1	-1	"@jawaadsnose are you going to school tomorrow or you don't have Saturdays?"
3	-1	"@heiloveme in fact it is not at all. Thanks for your support and thanks for the compliment on the icon ginguj you made me smile c:"
3	-1	"@MMicaRiera good afternoon Micaa ♥ I love you."
3	-1	"@FrancescaMarsB good! :) I was left at the time of the positivity project .. how is it going? looks good :)"
2	-1	"I think wool is the best thing that's happening to me right now. @LanaDelRey"
1	-3	"francesco is gone :( * cries * now I'm going too"
2	-3	"#Berlusconi #Bersani #Monti #Grillo even at night !!! #eccheballe .. Change nightmare ..."
1	-4	"15) list the three things you hate doing the most. studying, going to school, doing what I don't like."
1	-1	"Milan Mens Collection 2013AW http://t.co/eHHsPeub"
2	-2	"@Ross_Pandina @ freakazoid1988 You've already read it, but it's good to reread .. and laugh. Above all to laugh: http://t.co/xPnxpbWt"
3	-1	"@FCalabresiMondo Good morning! Could I have the contact of a Calabrian association in the north of France?"
2	-1	"@riotta @gianfranco_fini It's true. And also the naval airship of the Navy"
2	-1	"@ Wanda012 @la_stampa I appreciate your opinion and the fact that you put your face on it ... nice however 😉"
3	-1	"@ Selenator458 be all wonderful djjdhdsjdh"
1	-1	"If something isn't worth doing, it's not worth doing well either."
1	-4	"@MiriamErry .. better to hear the bullshit or rather amplify it to realize how much there is to do in the world again in 2013! Hello b lunch"
2	-2	"'it was a typical day at work like any other, but that afternoon all hell broke loose, at http://t.co/YDhtrnPH via @ehjzain"
2	-2	"@runrunbunny_run I wonder if he has learned how to make the tax return. Once he has learned this, he will feel like a free elf."
2	-1	"#lepeggiorisatemelesonofattewhen on December 21st at 11 we started shouting \ ""WE ALL DIE !!! \"" and we hid under the counter loL"
2	-1	"@martytolo @causelinky aww thanks c:"
2	-1	"@bermat uhhhh yes me too"
1	-3	"What should a real man be able to do? - Have the strength to fight against everything and everyone. http://t.co/1urac1Ft"
1	-1	"@garyshope hei if to go out in two Saturdays is it okay to move?"
4	-1	"#true love for Fabrizio you should have had it when he was little, not now !!!"
1	-1	"@r_formigoni Again? And the minors of #Berlusconi? The laws ad personam? And all your m ....? Before the speck in the eye ... remember?"
1	-1	"What should a real man be able to do? - being liam james payne. http://t.co/JsR4B9lk"
3	-1	"eleventh reason to love Harry Styles: buy the iPhone and break it the next day. lol"
1	-1	"Pizza: 3 you usually keep fit, or you eat ... - er I eat pasta once a week Q: I eat ... http://t.co/xkqk9nMp"
2	-1	"OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO how long kk"
2	-1	"@ ImaKiller89 can you send me the twittcam link? <3 thanks"
1	-1	"After 3 years, the Commission of Inquiry ""in Campania incalculable damage to the environment"" http://t.co/udXoi8uR"
2	-1	"Ah yes I got it right, his name is Liam. LOL."
1	-1	"I really want to see who will win in the end ..."
2	-1	"There are all the stuffed animals from when I was younger on the bed, it will be fun to sleep in them tonight"
4	-1	"@ tata240484 #maiunagioia I have to change my hair color but then .... Mine is a she !!! What a mess! A hug! Sleep well!!! Hello"
1	-1	"IT'S TIME TO COME TO ITALY # GleeTour2013 http://t.co/tEZr1a2y via @GleeItaliaNet"
2	-1	"@miky_sc. Let's try it on! Also because at this time I can't even mess with the vacuum cleaner ..."
3	-1	"Good day and happy Sunday everyone .. I want to remind you that our amazing OFFER \ ""Rooms at Half PRICE \"" ... http://t.co/k1dYFqF2"
1	-2	"._. gangnam style on GleeRadio .. What have I done wrong?"
2	-1	"@zaynsrayban yes agnes here .. I would have made another 'gift' for you, to thank you for everything, for making my life better, more-"
2	-4	"#forget all the children, women and men who were killed because of a madman who found suffering amusing"
2	-1	"But who are the strong powers? - Furio Colombo - Il Fatto Quotidiano http://t.co/TMS3KRSS via @fattoquotidiano @FinocchiaroAnna #giustoXcapire!"
2	-1	"@giadasiccardi is it okay if I write a tl with the letter in Italian and you translate it? please * sweet eyes *"
2	-1	"@kundolidernatur Watched videos on the net, it doesn't seem like much to me. under goal xó has a sense of position on rebounds, like the cuchu in the past"
1	-1	"#perforgetting let's rebuild the #comitatiantifasciti before it's too late once again"
3	-1	"@ PedrottiKatia nice very nice then .. I too got all white in the new house..😘😘"
2	-1	"oh gosh there is also a hand reading app, that's cool lol"
2	-1	"@harrysbakery oooookay but later why do I have to go eat ... bye bye: lol"
1	-1	"@ maco83 already done ... Moscow 5 ..."
1	-1	"Totti, Rome united and rowing on the same side: Captain: let's try to get together until the end http://t.co/wN0Dd2iZ"
1	-2	"the counterfeiters of banknotes could revive consumption in Italy"
2	-1	"@TOPKnockOut AHAHAHAHAHAH but I also listen to certain songs for whole hours HAHAHAAHAHAHH"
1	-1	"@edosciamano see you later"
1	-1	"@Vitellozzo \ ""All the football minute by minute \"" on the mono battery-powered radio, walking through the village fair eating lupins."
1	-1	"@goldvato is the stamp I made some time ago. http://t.co/RAJKekdQ"
2	-1	"@itsnjaller it's been a long time left, hardly anyone, lol, tell me something about yourself too, come on."
1	-1	"Deserters of the #BolognaRoma hoe"
2	-2	"in your opinion if on March 23 I arrive at 8 am I in good or bad shape? ... - do you have the parterre? http://t.co/IfV7hS3Q"
3	-1	"Good rehearsals today! She really wanted us! They make you feel good these afternoons!"
1	-4	"you destroyed yourself with your own hands, provoking and provoking you made me hate you too."
4	-1	"@morjevstern love it goes eh! tell me when you are there ahahaha"
1	-1	"@__iBeliebInYou yes yes ahah Type on 703 they gave Little Things and I fell off the sofa, then I turn again and there is Kiss You and I go to-"
1	-1	"In parliament we need lay people who know how to guarantee equidistance towards all races, religions, genders and cultures of all citizens"
1	-1	"@ehyBuddy Rome, not far away D:"
2	-1	"Check out my car in #CSRRacing for iPhone! Try it for FREE! Http: //t.co/TXHcT3O0 http://t.co/EEbCJdgj"
1	-2	"Countdown to Telefisco, the quiz to measure your preparation on taxes and controls: In which c ... http://t.co/gOw93AJW"
1	-1	"@ 3plusgio sure that you are really sought by all xD"
3	-3	"@ elenuccia71 even my grandparents don't spend a day without reminding me how many beautiful things your dear #Mussolini has done, shame on you"
1	-3	"Even 'Torn' is not joking though!"
3	-3	"@MCrisciello you are the only one who has the balls to ask uncomfortable questions ... the only true serious journalist !!!"
2	-1	"I subscribed to Tiscali Socialnews: subscribe too! Http: //t.co/KZFVvCAU"
1	-3	"This is the masterpiece film that everyone must remember. Not 'holidays in Rio' and various bullshit. #life is Beautiful"
1	-1	"It is finally Famous on everything, and this is on you too #Swerve"
1	-1	"Ivan Zazzaroni on Anelka: \ ""Now we also buy used footballers from the Chinese \"" http://t.co/UxPH2BLF"
1	-1	"1-15 February 2013 - Museum Didactic Association of Milan http://t.co/1rKT3e8I"
1	-1	"Are you looking for a job from home? http://t.co/Y45B99tr"
1	-1	"@ futura67 Me too .. it's Monday is an acute syndrome"
3	-2	"@dream__austin thanks for the concern hfdkl and sorry for your friend: c hope it's nothing serious."
2	-2	"We cross a minefield ... All at the leopard's pass ...!"
1	-1	"http://t.co/JlyoJGvL via @youtube me so fixed (Roman style)"
2	-1	"CANDELORA 2013 - 10th anniversary of the reopening to worship of the Church of the Madonna della Cava http://t.co/chvxnqKz"
2	-1	"@WithoutYou____ with exo with new groups with mblaq beast all ... but after a few days I leave them aside .."
2	-1	"never as much as you u.u - but don't make me laugh there: http://t.co/siRgYlnn"
2	-1	"@kidrauhl_ollg done :) I'm deboracastoldi"
2	-1	"I saw a place I like called a bed, where I sleep, hide, I would like to stay there all day."
1	-1	"My grandmother didn't end the call, she talked for I don't know how much and consumed FOURTEEN euros in credit ... Oh grandma ..."
4	-1	"@ Pipucha2O great Giuly !!! Nice idea and everyone liked it"
3	-1	"#news: Niall did the plin plin, and now he's clean inside and beautiful outside. lol"
1	-1	"URGENT. TO ALL FANDOMS. TO ALL FANDOMS. OPEN THIS TWITLONGER SOON. I NEED YOUR AIU http://t.co/dTMZ4Bp3 via @ziamslovah"
2	-1	"@EleonoraCamp ahahahahah exactly Ele ... but it was nice ... they were good times ... or rather in high school we shouldn't take trips and take us :)"
2	-1	"@MirkoEmili @savellisky DAJE! :) Joking aside, for example that only Roma counts, and if they follow him, he will leave at the end of the year"
2	-4	"I deeply hate people who say 'I miss old miley'. the fuck has grown, be right, you grow in life!"
3	-1	"@MirianaVari @giudicevincenzo @withininthesun @sarateardrop @twikiu good evening! Week end in Rome. Almost everything in the room. Chickenpox daughter"
2	-1	"@xneedstyles thanks dfhsg"
3	-1	"@_WorldJottaA Seguindo follows from time to love ♥♥♥"
1	-3	"I could enter the third hour so much physical education is useless"
1	-1	"@malikskisses I don't know, but it gave me this effect, if I don't disturb, well indeed better fjdsaf"
1	-1	"@ Saturnino69 how much did it cost to idinner to be advertised by you on twitter?"
1	-1	"@angelo_dileo I'm asking myself this question too. Let's say that when we talk about something it is because it is important, so we are important :)"
2	-1	"But .. is this the story of the 11 months of school? WHAT WHAT WHAT !? AHAHAHAHAHAHAHAHAHAHAHAH convinced."
2	-1	"I don't know if the color of my hair can be seen very well from the profile photo ... - In my opinion, but I opt for the highlights :) http://t.co/De3L4NCy"
3	-1	"But let's face it. Love is ultimately something we can't do without with everything it brings. It makes us grow every time"
1	-1	"PlayStation 4: a confidential document reveals the details of the PS4: A well-known Japanese site managed to find ... http://t.co/duEX0CaD"
1	-2	"http://t.co/jNXnOWJM NEWS Metro B1, here is the secret dossier Lifts for the disabled, funds ... http://t.co/1tYIa7uE WEB TV NEWS ROME"
1	-1	"FACE D’ANGELO, MY LIPS SCRATCH MY KITTEN FREME ... - Woman Looking for a Man Milan - http://t.co/xSoW1sS0"
1	-3	"What the fuck happened to EFP? Q: What the fuck have all the fan fiction and accounts been up to? #panic"
1	-1	"@biebstongue I would say that now we can also get married."
2	-1	"still replacement.lol"
3	-1	"@LaLi_xls Noooo !! And that I'm in Rome .. And I was looking for someone to pay for my coffee"
1	-2	"everything sucks."
1	-3	"and even if we are not really behind bars, this world is a prison with a little bigger cell!"
1	-3	"@StefanoPiccheri I would like to hear them when Roma are offended at all levels (arbitrary, football politics and player behavior)"
2	-1	"thanks, thanks for everything .. http://t.co/NqUkkyOY #Directioners"
1	-1	"Also available in antique silver version and soon in light silver plated it was very much in demand for little ones and ... http://t.co/m5VE678v"
1	-1	"I have to do the economics report as well. Oh mom, today I don't finish anymore."
4	-1	"I love this song, glee made me love it even more! c: http://t.co/O0DwyCqS"
1	-3	"20 million euro taken Balotelli, but how is this crisis on. Berlusconi, from the series: I am, you are not a ca ... @matteorenzi @pbersani"
2	-1	"#scuoladitwitteriani art lessons: learning to make icons, banner headers and bg"
3	-1	"@_mamipan mami, wonderful review of a song for xx. I hope you will also talk about the other albums because I learned a lot from this one: D"
1	-2	"Courage sought, even used. Refrain wasters."
1	-1	"@ Kiara0209 me too (?) * 000 *"
2	-1	"@PIERPARDO #Balotelli #London #Milan #Milan. I would say Mr Galliani's masterpiece !!"
